주차장 이름,위도,경도,주변 주차장
백상스타타워2차,37.48248593,126.87746904,
구로 천왕센터프라자,37.480874,126.839309,
사당노외 공영주차장(시),37.47543791,126.98377372,
남현동 도원빌딩,37.476133,126.978907,
하이힐(현대시티아울렛),37.477607,126.889162,
stx V-TOWER 주차장,37.47723596,126.88376012,
더리즌밸리 주차장,37.47596366,126.88840141,
마리오아울렛 1관,37.47820076,126.88711812,
마리오아울렛 2관,37.47867559,126.88639434,
마리오아울렛 3관,37.4784765,126.88501587,
에이스하이엔드3차 주차장,37.47814,126.881721,
아이온타워3차,37.478802,126.822703,
구로항동에이스캠프,37.476611,126.81735,
홈플러스 남현점,37.471474,126.982437,
세이브마트 신림본점 주차장,37.474325,126.917867,
롯데마트 맥스 금천점,37.47065964,126.89577553,
가산아이에스비즈타워[가산동 3호점],37.47287815,126.88323063,
잔카드림타워,37.47145803,126.88237814,
한라시그마밸리,37.47300896,126.88113448,
LG전자베스트샵 금천본점,37.469384,126.898483,
현대지식산업센터,37.46893342,126.89572924,
홈플러스 금천점,37.468669,126.896874,
독산동 금천교 공영주차장(시),37.46660227,126.89009808,
가산동 금천교 공영주차장(시),37.46602736,126.8875314,
더 루벤스밸리[독산역 1호점],37.46620821,126.88710329,
대륭테크노타운 20차,37.466759,126.886899,
대륭테크노타운13차,37.468397,126.88777,
우림라이온스밸리2차,37.46684598,126.88833083,
남부여성발전센터 공영주차장(시),37.462917,126.905718,
금천 롯데타워 오피스텔,37.464592,126.890806,
디지털엠파이어 주차장,37.46538608,126.88749939,
효봉공영주차장(구),37.46077721,126.91096477,
금천 롯데 캐슬 4차,37.461029,126.89633,
롯데캐슬골드파크3차,37.4592374,126.8970595,
KT광명빌딩,37.45601954,126.88759789,
홈플러스 시흥점,37.451886,126.900804,
구파발역 공영주차장(시),37.63800702,126.91932176,
롯데몰 은평점 주차장,37.6374717811,126.91783905,
한화생명 불광동사옥,37.611843,126.92932,
서울기록원 부설주차장,37.607239,126.934435,
LG전자베스트샵 은평점,37.601228,126.924603,
이마트 은평점[은평이마트점],37.60079507,126.92066234,
진흥로 공영주차장(시),37.60124606,126.92011859,
상암오밸리스크1차,37.587104,126.883357,
강서1주차장[개화나들목 앞],37.58522128,126.81982059,
국립현대미술관 서울관,37.57951713,126.98059114,
SBS프리즘 타워주차장,37.57970504,126.89280744,
디디엠씨(DDMC) 주차장,37.57840939,126.89298914,
엠비씨 씨앤아이 파크엠(MBC C&I PARK M),37.57858093,126.89427368,
(주)우리기술 사옥,37.58139385,126.887447,
상암 더팬빌딩 주차장[마포 상암점],37.58162041,126.88706131,
트윈트리타워 주차장,37.57542635,126.9801813,
경복궁 주차장,37.576926,126.9791106,
적선동 주차장(시),37.57449014,126.97418586,
케이트윈타워,37.574719,126.979023,
상암1 공영주차장(구),37.577281,126.897236,
방화역(동) 공영주차장(시),37.57730116,126.81331479,
방화역(서) 공영주차장(시),37.57757395,126.81217459,
개화역 공영주차장(시),37.57798421,126.79821222,
세종로 공영주차장(시),37.57340269,126.97588429,
다올빌딩,37.54991985,127.17592213,
한국종합기술 사옥[강동첨단 2호점],37.54976664,127.17440477,
명일동 주차장(구),37.55097027,127.14292219,
공유) 광장동 IoT 공유주차장(구),37.551184,127.110972,
한국소아마비협회,37.550808,127.09759,
어린이대공원(상상나라),37.55093306,127.07649254,
공유) 19-17(구),37.550354126,127.06837751,
송정동(건물) 공영주차장(구),37.549976,127.0680728,
공유) 19-21(구),37.550551,127.067161,
공유) 19-01(구),37.54887732,127.06327915,
공유) 19-02(구),37.549574824,127.06457197,
공유) 19-03(구),37.551250507,127.06615984,
공유) 18-05(구),37.549,127.05497,
성수2가3동(건물) 공영주차장(구),37.54913662,127.05519826,
공유) 16-09(구),37.55074865727688,127.05020070075989,
공유) 16-14(구),37.55066359753223,127.05024361610413,
공유) 16-10(구),37.55014473098784,127.050222158432,
공유) 18-01(구),37.5494,127.0518,
공유) 16-01(구),37.550820957,127.04624712,
공유) 16-03(구),37.550255309,127.04538345,
공유) 16-04(구),37.549511028,127.04634368,
공유) 16-06(구),37.54866891869198,127.04750776290894,
공유) 16-36(구),37.5486300809474,127.04114608441367,
뚝섬유수지(평면) 공영주차장(구),37.54982,127.041794,
공유) 08-07(구),37.549464244,127.03298091,
응봉동(평면) 공영주차장(구),37.549237,127.033572,
공유) 09-02(구),37.54994909,127.02660799,
공유) 09-06(구),37.55082911,127.02632265,
공유) 10-04(구),37.55087391,127.02336887,
공유) 11-05(구),37.54896,127.01793,
공유) 11-10(구),37.54968115,127.01962878,
강동홈플러스 주차장,37.54569237,127.14227409,
천호1동 주차장(구),37.544695,127.136656,
"광나루1, 2주차장",37.54524688,127.11991897,
천호유수지 주차장(구),37.54482977,127.12189925,
어린이대공원(구의문),37.5455346,127.0850851,
빌리브인테라스,37.545989,127.0739607,
공유) 18-21(구),37.54620633,127.06341326,
공유) 18-23(구),37.54742,127.06253,
공유) 18-25(구),37.54601,127.06187,
공유) 18-10(구),37.54574,127.05851,
공유) 18-11(구),37.5479718,127.05989,
공유) 18-14(구),37.5464,127.06045,
공유) 18-15(구),37.545576848,127.05996,
공유) 18-18(구),37.54452,127.05846,
공유) 18-36(구),37.544130719,127.05642342,
공유) 18-44(구),37.543925,127.05587,
공유) 16-17(구),37.54740371784213,127.04962118328591,
서울숲아이티밸리,37.547178,127.050013,
공유) 18-02(구),37.54819,127.05135405,
공유) 18-03(구),37.54808,127.05362,
공유) 18-04(구),37.54659,127.05106,
공유) 18-32(구),37.5453,127.05007,
공유) 18-43(구),37.545479022,127.0505172,
공유) 18-33(구),37.545614,127.052007,
팩토리얼 성수,37.54422641973328,127.05447614192961,
공유) 15-01(구),37.545839,127.045891,
공유) 15-27(구),37.544292346,127.0470947,
공유) 16-30(구),37.54677201040518,127.04723417758942,
공유) 16-31(구),37.54587032406914,127.0472127199173,
누디트서울숲 주차장,37.547753,127.045195,
갤러리아포레 더몰 상가 주차장,37.545295,127.043045,
공유) 12-02(구),37.546874087,127.02728588,
금남시장 공영주차장(구),37.5484862,127.0232804,
공유) 12-01(구),37.5473207,127.01593307,
공유) 14-02(구),37.544193,127.016471,
공유) 14-03(구),37.54435,127.0169,
고분다리전통시장 주차장(구),37.542974,127.132245,
천호3동제2 주차장(구),37.54053,127.134109,
2001아울렛 천호점[천호아울렛점],37.54131025,127.12594022,
대우한강베네시티,37.540584,127.125039,
광나루3주차장[천호대교 하부],37.541306,127.116449,
건국대학교사범대학부속중학교 주차장,37.54069,127.082013,
건국대학교병원,37.54043859,127.07212746,
연한빌딩,37.54064061,127.07017995,
공유) 17-12(구),37.5402418,127.0625534,
공유) 18-29(구),37.543821505,127.0608382,
공유) 18-41(구),37.54265418,127.06185,
공유) 18-46(구),37.54228,127.06131,
공유) 17-13(구),37.5399746,127.06039855,
공유) 18-40(구),37.542297497,127.05991029,
공유) 18-48(구),37.54203,127.05939,
공유) 18-45(구),37.54314,127.0588,
무신사 E1,37.541721,127.058677,
공유) 15-10(구),37.541901923,127.05103218,
공유) 17-02(구),37.541200094,127.05371975,
공유) 18-34(구),37.5439,127.05278,
공유) 15-03(구),37.543620313,127.04537272,
공유) 15-06(구),37.54235,127.04897,
공유) 15-12(구),37.54006,127.04911,
공유) 15-23(구),37.54017,127.04673,
성수1가1동(건물) 공영주차장(구),37.53996228,127.04638485,
공유) 15-25(구),37.54314,127.04659,
메가박스 성수점,37.5420109,127.044587,
에피소드 성수101 주차장,37.54078374,127.0487364,
옥수역 공영주차장(시),37.54249491,127.01721255,
옥수유수지(평면) 공영주차장(구),37.541363,127.018293,
LG전자베스트샵 강동본점,37.535495,127.138683,
강동성심병원[본관/웰빙센터 주차장],37.536141,127.135263,
석탄공회관 주차장,37.53722656,127.13773854,
우성아트빌,37.538432,127.137169,
강동웨딩KDW 본관주차장,37.53516026,127.13365501,
천호3동 주차장(구),37.53890256,127.13325491,
프린스 주차장,37.536952,127.129914,
천호역 공영주차장(시),37.53849749,127.12512853,
현대백화점 천호점,37.53886562,127.12444339,
풍납1(구),37.53551936,127.12029156,
풍납2(구),37.53604678,127.11607498,
구의3동 공영주차장(구),37.5391245,127.09138968,
신라빌딩[구의역 자양사거리점],37.53702,127.082943,
LG전자베스트샵 건대입구점,37.537905,127.076347,
자양4동 공영주차장(구),37.53867795,127.06824343,
공유) 17-11(구),37.53957343,127.0593229,
공유) 17-16(구),37.5394386,127.0553073,
공유) 17-18(구),37.53928655,127.06004897,
공유) 17-31(구),37.5379131,127.05649422,
공유) 17-33(구),37.53732077,127.059491,
공유) 17-37(구),37.536512557,127.05679357,
공유) 17-38(구),37.536461512,127.05731391,
공유) 17-40(구),37.5357232,127.05734114,
성수2가1동(건물) 공영주차장(구),37.53716718,127.05619675,
공유) 15-21(구),37.53656,127.04902,
공유) 17-22(구),37.5383223,127.0520354,
공유) 17-24(구),37.53701025,127.052308,
공유) 17-25(구),37.53621904,127.05255568,
공유) 17-27(구),37.53566604,127.05200314,
공유) 17-26(구),37.53609568,127.0504367,
공유) 17-29(구),37.5374,127.05428,
공유) 17-41(구),37.535236407,127.053532,
공유) 17-44(구),37.535542685,127.05442249,
안말 주차장(구),37.531248,127.129855,
성진강변스파랜드,37.5349417,127.09125929,
와이엠프라젠스파,37.53090327,127.08416216,
편안한요양병원[광진자양점],37.53157639,127.08647428,
압구정29길 노상공영 주차장(구),37.531674,127.027216,
동호대교(남) 공영주차장(시),37.53106835,127.02481727,
삼원빌딩,37.529346,127.136281,
공유) 15-가600구간(구),37.530569,127.12366237,
갤러리아백화점 명품관 EAST,37.52808559,127.04159925,
갤러리아백화점 명품관 WEST,37.52857263,127.0400765,
압구정고가1 공영주차장(시),37.526269,127.028388,
압구정고가2 공영주차장(시),37.52581394,127.0283654,
언주로171길(구),37.52761162,127.03170913,
현대백화점 압구정 본점,37.52732583,127.02746025,
압구정 428 공영주차장(구),37.52701729,127.02647115,
"잠원1, 2, 3, 4, 5, 6주차장",37.5275464,127.01895624,
신천유수지 공영주차장(시),37.52231457,127.10290327,
선릉로146길 노상공영주차장(구),37.52188443,127.0409429,
도산대로45길(구),37.52381624,127.03561265,
신구초 공영주차장(구),37.52309456,127.02429256,
성내역(잠실나루역) 공영주차장(시),37.51806624,127.10505804,
"잠실1, 2, 3, 4주차장",37.517984,127.081214,
청담동 삼강빌딩,37.52061352,127.05741236,
강남구청 주차장,37.5175696,127.04750582,
언북초교 공영주차장(구),37.51999434,127.04565885,
선릉로132길 노상공영 주차장(구),37.51828534,127.04322537,
언주로147길(구),37.51983461,127.03339974,
파티오나인지상주차장,37.518087,127.0293906,
파티오나인지하주차장,37.51829753,127.02916516,
송파빌딩 주차장,37.51511711,127.10725577,
잠실대명밸리온,37.515711,127.111169,
교통공원길(구),37.51668888,127.10343693,
롯데월드타워몰 주차장,37.513214,127.103274,
롯데캐슬골드,37.51449368,127.10073623,
잠실역 공영주차장(시),37.51427683,127.10341414,
타워730 주차장,37.51579103,127.09910681,
JBK타워 주차장,37.51504294,127.06315005,
삼성1문화센터 공영주차장(구),37.51434435,127.0626519,
영동대로106길(구),37.51380869,127.06311388,
강남구청사 삼성동 별관,37.5160902,127.05208629,
논현로131길(구),37.514637,127.03033,
강남대로150길(구),37.515849,127.020618,
위워크 신사점 주차장,37.51419673,127.02060837,
롯데월드 주차장,37.51142084,127.09804531,
새마을시장(구),37.5091049,127.08647786,
봉상시길(구),37.51141972,127.0799307,
영동대로86길노상(구),37.50849,127.066681,
메디톡스사옥,37.50929417,127.06640733,
영동대로96길(구),37.51142444,127.06509668,
코엑스 주차장,37.51243164,127.05884715,
현대백화점 무역점,37.50861623,127.05973996,
호텔오크우드 주차장,37.511048,127.058108,
강남치매지원센터 공영주차장(구),37.5102479,127.04645828,
논현초교 공영주차장(구),37.50822463,127.02626245,
무이재한방병원,37.512067,127.023648,
화이트팜,37.511022,127.023183,
뉴코아 강남점,37.509251,127.00751007,
동인트루빌,37.503758,127.126885,
공유) 12-37(구),37.50642656,127.11780965,
송파동(건축물식)(구),37.50704487,127.11336408,
석촌역(제1호)(구),37.5063778,127.10851738,
대치유수지(구),37.50633272,127.06815131,
영동대로85길(구),37.50707261,127.06228028,
오토웨이타워 주차장,37.50618013,127.06374105,
브이플렉스 주차장,37.50752506,127.05676928,
테헤란로78길노상(구),37.505903,127.055303,
KT선릉타워,37.50527179,127.05289807,
강남파이낸스프라자,37.505885,127.052161,
테헤란로69길 노상공영 주차장(구),37.50643058,127.05267045,
테헤란로64길(구),37.50475364,127.05103466,
덕우빌딩,37.506041,127.049017,
반포동 방음언덕형 공영주차장(구),37.50486336,127.01835867,
언구비 공영주차장(구),37.50474149,127.02098179,
천마(건축물식)(구),37.500309,127.154955,
롯데슈퍼프레시 가락점,37.503081,127.125325,
헬리오시티상가 주차장,37.499804,127.111493,
빌라드그리움 주차장,37.50039737,127.10408468,
삼전동(건축물식)(구),37.50025109,127.09589543,
새마을운동중앙회빌딩,37.502748,127.067243,
SM TOWER,37.499395,127.061136,
대치2문화센터 공영주차장(구),37.50227954,127.06420443,
은마아파트(구),37.49997242,127.06638144,
아르고주차장,37.501437,127.054344,
위워크 선릉3호점 주차장,37.50346366,127.04987204,
역삼아이타워,37.50352939,127.04707528,
테헤란오피스빌딩,37.503222,127.047242,
센터필드 주차장,37.50351,127.041761,
역삼아르누보씨티,37.503416,127.042847,
오렌지플래닛,37.502116,127.039836,
테헤란로26길(구),37.49998021,127.0359282,
강남N타워 주차장,37.500036,127.03217,
역삼문화공원 공영주차장(구),37.5026327,127.03006081,
마천동1(건축물식)(구),37.49528691901275,127.15556077987078,
마천동3(건축물식)(구),37.49615427,127.14984862,
현대그린빌아파트,37.495187,127.150971,
대청역 공영주차장(구),37.49495555,127.07932368,
학여울 공영주차장(시),37.49705092,127.07239543,
남부순환로397길(구),37.494774,127.061865,
도곡로 421 공영주차장(구),37.49782255,127.05648634,
도곡로 327 공영주차장(구),37.496258,127.05174035,
도곡초 공영주차장(구),37.49906096,127.05468508,
롯데백화점 강남점 주차장,37.496953,127.053346,
도곡프라자,37.498518,127.047981,
역삼1문화센터 공영주차장(구),37.49534845,127.03323757,
삼원타워,37.498702,127.03163,
마천동2(건축물식)(구),37.49436437,127.1561092,
서평프라자,37.4930504,127.149032,
가락몰 주차장,37.493986,127.116099,
일원동맛의거리(구),37.49109045,127.08731671,
탄천제2호 공영주차장(구),37.49403327,127.087416,
영희초교 공영주차장(구),37.49192117,127.08129163,
영동6교밑 공영주차장(시),37.49461857,127.07115188,
대치동507-3(구),37.49360041,127.06327573,
도곡로21길 7 공영주차장(구),37.49250002,127.0388068,
역삼이스타빌,37.493762,127.043149,
솔라티움시티오피스텔,37.494383,127.027711,
한화생명 서초사옥(드림플러스),37.490875,127.030305,
현대기림오피스텔,37.494023,127.028388,
오퓨런스[서초역 1번출구],37.492016,127.009657,
송파헤븐시티더테라스,37.485798,127.142556,
문정근린공원(구),37.48599491,127.12464869,
수서역북 공영주차장(시),37.48801285,127.09994995,
일원1동(기계식)(구),37.48948769,127.08176548,
개포동공원 공영주차장(구),37.48949036,127.06623841,
린스퀘어 주차장,37.48867108,127.05302777,
언주초 공영주차장(구),37.48664435,127.03705039,
에피소드 서초 393 주차장,37.48998528,127.02969202,
공유) 3-66(구),37.48895165,127.0079434,
우제빌딩 주차장,37.48795025,127.00893688,
화엄타워 주차장,37.484172,127.121364,
일원역 공영주차장(시),37.48468629,127.08408987,
논현로22길(구),37.48150119,127.04781332,
논현로28길 노상공영 주차장(구),37.484765,127.045972,
논현로32길15 공영주차장(구),37.48430646,127.04341808,
GS건설 서초타워,37.48327278,127.02113395,
이마트에브리데이 남부터미널점,37.485691,127.02075,
가든파이브 라이프,37.477592206,127.125068,
구룡산제2호(구),37.47725982,127.06647741,
구룡산제1호(구),37.47791276,127.06605468,
제이프러스빌딩,37.47967132,127.03967212,
밤고개로21길 공영주차장(구),37.47354638,127.11441141,
포이초교 공영주차장(구),37.47564571,127.05236496,
매헌시민의숲동측 공영주차장(구),37.4723039,127.03822651,
복정역 공영주차장(시),37.47005293,127.1277329,
헌릉로745길(구),37.47129437,127.11917805,
서강프라자,37.472022,127.09604,
구룡공원 공영주차장(구),37.471637,127.048511,
동산마을 공영주차장(구),37.47009388,127.04432613,
언남문화체육센터 공영주차장(구),37.47217874,127.04431809,
강남레체오피스텔,37.466035,127.101406,
대왕초 공영주차장(구),37.46445115,127.10558271,
팜모드 주차장,37.467241,127.099975,
이마트 양재점[양재시민의숲역 2호점],37.46331731,127.03687065,
서초케이타운,37.457159,127.058727,
내곡드림시티1,37.44735,127.056302,
내곡프라임시티,37.44792,127.055722,
