주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
청계3(북1) 공영주차장(시),종로구 예지동 140-1,NS,19,750,5,750,5,0,10,2024-10-02 14:26:55,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.56967214,127.00112596
청계5(동호로_북) 공영주차장(시),종로구 종로5가 458-2,NS,6,750,5,750,5,0,2,2024-10-02 14:26:56,0900 ~ 0100,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.57028463,127.0021223
동순라길(종묘) 관광버스전용 주차장(시),종로구 인의동 107-1,NS,5,0,0,0,0,0,2,2024-10-02 14:27:04,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2290-6449,20분,37.5730121,126.99677676
종로플레이스 주차장,종로구 인의동 28-2 ,BS,202,1000,10,1000,10,30000,157,2024-10-02 14:26:50,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,010-7127-9611,20분,37.572882,126.998496
종묘주차장 공영주차장(시),종로구 훈정동 2-0,NW,1317,400,5,400,5,28800,1265,2024-10-02 14:26:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6166,20분,37.57150398,126.99496888
청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,11,750,5,750,5,0,3,2024-10-02 14:26:55,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.57045874,126.99733225
하나손해보험빌딩 주차장,종로구 인의동 112-1 ,BS,82,3000,30,1000,10,20000,56,2024-10-02 14:26:35,0600 ~ 2200,0600 ~ 2200,0600 ~ 2200,,20분,37.57278965,126.99718284
탑골공원 관광버스전용 주차장(시),종로구 종로2가 38-4,NS,2,0,0,0,0,0,1,2024-10-02 14:27:04,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)2290-6449,20분,37.57134087,126.98776281
센트로폴리스,종로구 공평동 17-0 ,BS,560,2000,20,2000,20,30000,409,2024-10-02 14:24:56,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1688-1054,20분,37.571631,126.983431
종로타워 주차장,종로구 종로2가 6-0,BS,273,2000,20,1000,10,30000,213,2024-10-02 14:27:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-4282-2048,20분,37.57045278,126.98383892
그랑서울 주차장,종로구 청진동 70-0 ,BS,754,1000,10,1000,10,40000,582,2024-10-02 14:27:13,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2158-7993,20분,37.57107565,126.98138243
서울글로벌센터 공영주차장(시),종로구 서린동 63-0,NW,44,700,5,700,5,50400,35,2024-10-02 14:26:51,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-720-9862,20분,37.56983402,126.98150586
지타워 주차장,종로구 수송동 156-0 ,BS,95,3000,30,1500,10,50000,98,2024-10-02 14:20:02,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-1644-8830,20분,37.57267337,126.98104937
세종로 공영주차장(시),종로구 세종로 80-1,NW,1260,430,5,430,5,30900,596,2024-10-02 14:26:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6566,20분,37.57340269,126.97588429
문화비축기지주차장,마포구 성산동 670-0 ,BS,42,150,5,150,5,,28,2024-10-02 14:19:00,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-376-8412,20분,37.569477,126.8947403
가양라이품 공영주차장(시),강서구 가양동 1457-1,NW,38,170,5,170,5,12200,33,2024-10-02 14:26:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6144,20분,37.57155732,126.84165292
롯데슈퍼프레시 개화산점,강서구 방화동 533-9,BS,16,0,30,1000,20,40000,16,2024-10-02 14:27:24,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.572006,126.807753
개화산역 공영주차장(시),강서구 방화동 845-0,NW,321,170,5,170,5,12200,273,2024-10-02 14:26:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6064,20분,37.57224302,126.80518976
강일타워,강동구 강일동 675-1 ,BS,75,1000,20,1000,20,20000,75,2024-10-02 14:27:18,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.565628,127.173818
강일동 주차장(구),강동구 강일동 665-4,NW,90,150,5,150,5,,72,2024-10-02 14:27:26,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-427-6147,20분,37.565988,127.172313
알에프텍사옥,강동구 고덕동 98-12 ,BS,104,1500,30,500,10,0,104,2024-10-02 14:27:26,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.566055,127.160332
일화고덕비즈밸리,강동구 고덕동 345-1 ,BS,105,6000,30,2000,10,60000,68,2024-10-02 14:27:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-5303-0522,20분,37.5664681574946,127.16002106666565
실로암사우나 중곡점 주차장,광진구 중곡동 169-80 ,BS,65,1500,30,1500,30,20000,50,2024-10-02 14:27:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3409-0386,20분,37.56907837,127.08555024
서희스타힐스아파트,동대문구 장안동 365-5 ,BS,250,4000,30,1000,10,100000,250,2024-10-02 14:27:18,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.569014,127.070344
한강훼미리아파트,동대문구 장안동 381-3,BS,116,1500,30,500,10,25000,116,2024-10-02 14:27:13,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.568597,127.06818
평화빌딩 주차장,동대문구 답십리동 530-16 ,BS,67,1500,30,1500,30,30000,67,2024-10-02 14:27:12,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56559316,127.05576
공유) 04-15(구),성동구 마장동 772-2,NS,10,900,30,900,30,10000,7,2024-10-02 14:19:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56821,127.04407
공유) 04-18(구),성동구 마장동 790-1,NS,38,900,30,900,30,10000,34,2024-10-02 14:19:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56822,127.044732
공유) 04-19(구),성동구 마장동 792-0,NS,27,900,30,900,30,10000,24,2024-10-02 14:19:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56624917,127.04420328
공유) 04-50(구),성동구 마장동 777-3,NS,35,900,30,900,30,10000,34,2024-10-02 14:19:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.567822435,127.04568922
공유) 04-55(구),성동구 마장동 829-0,NS,5,900,30,900,30,10000,4,2024-10-02 14:19:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.566835292,127.04574031
공유) 05-09(구),성동구 사근동 293-7,NS,61,900,30,900,30,10000,54,2024-10-02 14:19:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.565129533,127.0473239
공유) 20-21(구),성동구 용답동 158-4,NS,26,900,30,900,30,10000,18,2024-10-02 14:19:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.569093775,127.04777598
공유) 04-12(구),성동구 마장동 514-2,NS,41,900,30,900,30,10000,36,2024-10-02 14:19:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.568881178,127.03903734
공유) 04-14(구),성동구 마장동 769-3,NS,7,900,30,900,30,10000,8,2024-10-02 14:19:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.566653123,127.04275488
공유) 04-49(구),성동구 마장동 797-15,NS,47,900,30,900,30,10000,38,2024-10-02 14:19:19,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.565071333,127.0398581
공유) 03-01(구),성동구 홍익동 437-0,NS,27,900,30,900,30,10000,25,2024-10-02 14:19:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56803,127.03265
공유) 03-06(구),성동구 홍익동 364-0,NS,9,900,30,900,30,10000,5,2024-10-02 14:19:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5653,127.03475445
공유) 03-07(구),성동구 도선동 414-0,NS,9,900,30,900,30,10000,4,2024-10-02 14:19:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56506,127.03313
공유) 03-15(구),성동구 홍익동 101-2,NS,13,900,30,900,30,10000,10,2024-10-02 14:19:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56684871,127.03400015
공유) 04-24(구),성동구 마장동 497-2,NS,6,900,30,900,30,10000,5,2024-10-02 14:19:19,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56759,127.03447
공유) 06-22(구),성동구 행당동 345-0,NS,16,900,30,900,30,10000,12,2024-10-02 14:19:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.565415888,127.03742434
공유) 03-10(구),성동구 홍익동 429-0,NS,9,900,30,900,30,10000,7,2024-10-02 14:19:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56773,127.03111
공유) 03-14(구),성동구 도선동 338-0,NS,6,900,30,900,30,10000,5,2024-10-02 14:19:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.566139068,127.03115581
도선동(지하) 공영주차장(구),성동구 홍익동 369-0,NW,190,100,5,100,5,,186,2024-10-02 14:23:16,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.565567,127.0316914
로얄주차장(민영),중구 황학동 2527-0,NP,80,1000,10,4000,60,30000,63,2024-10-02 14:27:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2231-6922,20분,37.56645139,127.02178727
신당사거리 공영주차장(구),중구 신당동 110-1,NW,51,250,5,250,5,0,37,2024-10-02 14:27:31,0000 ~ 2400,0000 ~ 2400,2400 ~ 0000,02-2280-8368,20분,37.56512357,127.0170201
신당역 공영주차장(구),중구 신당동 140-29,NW,26,250,5,250,5,0,25,2024-10-02 14:25:22,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.56535145,127.02069649
청계천두산위브더제니스상,중구 흥인동 13-1,BS,997,0,30,2000,30,50000,997,2024-10-02 14:27:17,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56682,127.017092
황학어린이공원 지하주차장(구),중구 황학동 755-0,NW,113,200,5,200,5,,81,2024-10-02 14:27:04,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-2280-8368,20분,37.56754712,127.01813313
DDP동측(양쪽) 관광버스전용 주차장(시),중구 을지로7가 2-36 ,NS,20,0,0,0,0,0,16,2024-10-02 14:27:03,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2290-6449,20분,37.56644898,127.0119162
DDP북측 마장로 관광버스전용 주차장(시),중구 신당동 222-3,NS,4,0,0,0,0,0,2,2024-10-02 14:27:03,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6449,20분,37.56836018,127.01048308
경찰공제회 신당동 무궁화회관,중구 신당동 193-29,BS,15,2000,30,2000,30,,11,2024-10-02 14:27:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-3379-6205,20분,37.56862,127.014787
남평화시장(구),중구 신당동 779-0,NS,31,500,5,500,5,0,0,2024-10-02 14:26:54,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-2280-8360,20분,37.569043,127.011648
동대문 공영주차장(시),중구 신당동 251-7,NW,1092,360,5,360,5,25900,281,2024-10-02 14:27:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02)2254-4901 ,20분,37.56710187,127.01214106
동대문두산타워 주차장,중구 을지로6가 18-12 ,BS,855,0,10,700,10,0,255,2024-10-02 14:27:04,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56881307,127.00877499
현대백화점 현대시티아울렛 동대문점,중구 을지로6가 17-2 ,BS,618,0,30,600,10,0,457,2024-10-02 14:27:29,1000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2048-0042,20분,37.56859457,127.00775925
훈련원공원 옆(구),중구 을지로6가 18-200,NS,9,350,5,350,5,0,0,2024-10-02 09:04:42,1000 ~ 2000,1000 ~ 1600,0000 ~ 0000,02-2280-8360,2일,37.567805,127.005067
청계3(동호로) 공영주차장(시),중구 방산동 4-47 0,NS,12,750,5,750,5,0,6,2024-10-02 14:27:35,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.56921838,127.00195247
청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,11,750,5,750,5,0,3,2024-10-02 14:27:36,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.56912618,127.00222011
훈련원공원 공영주차장(시),중구 을지로5가 40-3,NW,873,550,5,550,5,39600,650,2024-10-02 14:27:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3405-4597,20분,37.56740014,127.00352062
공유) 삼풍상가3구간(02~12)(구),중구 을지로4가 310-68 0,NS,11,1500,30,500,10,0,0,2024-10-02 11:26:30,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-3396-6264,2일,37.56615038,126.9957824
공유) 삼풍상가4구간(18~21)(구),중구 을지로4가 310-68 0,NS,4,1500,30,500,10,0,0,2024-10-02 11:41:02,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-3396-6264,2일,37.56517035,126.9954911
공유) 삼풍상가4구간(23~26)(구),중구 을지로4가 310-68,NS,4,1500,30,500,10,0,0,2024-10-02 13:57:43,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-3396-6264,2시간,37.56626933,126.9953819
배오개길 공영주차장(시),중구 예관동 22-1,NS,20,680,5,680,5,,11,2024-10-02 14:27:32,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2274-2009,20분,37.56568137,126.99829135
삼풍넥서스빌딩,중구 을지로4가 310-68 ,BS,62,1000,10,1000,10,18000,62,2024-10-02 14:27:16,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56612307,126.99559351
세운대림상가(동측)(구),중구 산림동 207-2,NS,22,500,5,500,5,0,14,2024-10-02 14:26:16,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2280-8360,20분,37.5683313,126.9956424
세운대림상가(서측)(구),중구 산림동 207-1,NS,25,500,5,500,5,0,1,2024-10-02 14:09:21,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2280-8360,20분,37.56827,126.995075
을지트윈타워 주차장,중구 을지로4가 323-0 ,BS,542,3000,30,1000,10,30000,457,2024-10-02 14:27:30,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-7119-1362,20분,37.566153,126.997339
청계2(북1) 공영주차장(시),종로구 관수동 91-4,NS,12,750,5,750,5,0,7,2024-10-02 14:27:34,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.568689,126.994708
청계2(북2) 공영주차장(시),종로구 관수동 91-4,NS,9,750,5,750,5,0,3,2024-10-02 14:27:34,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.56896653,126.99751818
청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,12,750,5,750,5,0,8,2024-10-02 14:27:34,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.56837721,126.99794649
돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,49,750,5,750,5,0,27,2024-10-02 14:27:32,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2274-2009,20분,37.565641,126.992781
세종주차장(민영),종로구 관수동 155-1,NP,250,3000,30,3000,30,20000,250,2024-10-02 14:27:10,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,080-330-3600,20분,37.56901932,126.98920432
시그니쳐타워 주차장,중구 수표동 99-0 ,BS,436,3000,30,1000,10,30000,367,2024-10-02 14:20:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1644-8830,20분,37.56753601,126.98849319
청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,12,750,5,750,5,0,7,2024-10-02 14:27:33,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.56831662,126.9893367
크리스탈스퀘어 주차장,중구 수표동 47-1 ,BS,69,3000,30,1000,10,30000,57,2024-10-02 14:27:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6255-8100,20분,37.567672,126.989318
파인에비뉴,중구 을지로2가 203-0 ,BS,602,3000,30,1000,10,0,628,2024-10-02 14:27:39,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6031-5107,20분,37.56572319,126.98872568
DGB금융센터,중구 다동 85-0 ,BS,85,3000,30,3000,30,40000,93,2024-10-02 14:27:12,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.568395,126.98235
관철동 공영주차장(시),종로구 관철동 13-14,NS,7,430,5,430,5,0,4,2024-10-02 14:27:38,0900 ~ 2200,0900 ~ 1400,0000 ~ 0000,02-738-0909,20분,37.56847403,126.98608025
동국제강 공영주차장(시),중구 삼각동 111-1,NW,13,700,5,700,5,50400,6,2024-10-02 14:27:37,0900 ~ 1900,0900 ~ 1900,0000 ~ 0000,010-8337-4293,20분,37.56733736,126.98343453
미래에셋센터원 주차장,중구 수하동 67-0 ,BS,763,3000,30,1000,10,40000,643,2024-10-02 14:25:54,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6030-0105,20분,37.567448,126.985157
한국관광공사 옆(구),중구 다동 85-4,NS,9,600,5,600,5,0,4,2024-10-02 14:25:03,0900 ~ 2100,0900 ~ 1600,0000 ~ 0000,02-2280-8360,20분,37.568338,126.982009
뉴국제호텔 앞(구),중구 무교동 18-0,NS,18,600,5,600,5,0,7,2024-10-02 14:07:54,0900 ~ 2100,0900 ~ 1800,0000 ~ 0000,02-2280-8360,20분,37.568228,126.97805
다동쉼터(구),중구 다동 50-1,NS,7,500,5,500,5,0,0,2024-10-02 12:30:00,0800 ~ 2000,0800 ~ 1700,0000 ~ 0000,02-2280-8360,2시간,37.567908,126.979967
서울시청 본청사 주차장,중구 태평로1가 31-0 ,BP,101,0,10,1000,10,,69,2024-10-02 14:27:42,0900 ~ 2100,0000 ~ 0000,0000 ~ 0000,02-2133-5981,20분,37.56658706,126.97825111
코오롱빌딩 옆(구),중구 태평로1가 31-0,NS,10,600,5,600,5,0,6,2024-10-02 14:26:28,0900 ~ 2100,0900 ~ 1800,0000 ~ 0000,02-2280-8360,20분,37.5677975,126.978343
정동빌딩,중구 정동 15-5 ,BS,170,3000,30,1000,10,45000,170,2024-10-02 14:27:11,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56750993,126.97089851
바비엥2오피스텔,중구 의주로1가 25-10 ,BS,637,1000,15,1000,15,25000,637,2024-10-02 14:27:17,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56531,126.967965
이화여고 앞(구),중구 순화동 1-139,NS,13,250,5,250,5,0,1,2024-10-02 14:13:48,0900 ~ 2000,0900 ~ 1600,0000 ~ 0000,02-2280-8360,20분,37.565593,126.968315
상암월드시티,마포구 성산동 590-5,BS,171,2000,20,1000,10,30000,171,2024-10-02 14:27:20,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.565454,126.903534
마포구청(마포구종합행정타운),마포구 성산동 370-0 ,BP,356,0,60,500,10,0,385,2024-10-02 14:27:37,0800 ~ 1800,0000 ~ 0000,0000 ~ 0000,0503-7745-7837,20분,37.56633524,126.90189819
마포농수산물시장 공영주차장[마포구청역 1호점],마포구 성산동 533-1 ,BP,550,1000,30,500,10,20000,444,2024-10-02 14:27:43,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1588-5783,20분,37.5651631,126.89797706
홈플러스 월드컵점,마포구 성산동 515-0 ,BS,771,1000,10,1000,10,30000,732,2024-10-02 14:27:44,1000 ~ 2400,1000 ~ 2400,1000 ~ 2400,02-312-2080,20분,37.56833,126.89859
마곡대방디엠시티2차,강서구 마곡동 776-0,BS,300,1000,30,1000,30,,300,2024-10-02 14:27:18,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.568517,126.839457
신방화역 공영주차장(시),강서구 마곡동 739-0,NW,199,170,5,170,5,12200,170,2024-10-02 14:27:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3405-4581,20분,37.56706812,126.81757628
김포국제공항 국제선 지하주차장,강서구 방화동 886-9000 ,BP,1615,1000,30,500,15,18000,1117,2024-10-02 14:27:00,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-2660-2515,20분,37.564851,126.802117
보건복지행정타운,광진구 중곡동 30-80 ,BS,391,500,5,500,10,22000,230,2024-10-02 14:25:49,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1899-7275,20분,37.56466,127.084522
경륜경정 장안지점 주차장,동대문구 장안동 462-0 ,BP,100,2000,30,2000,30,0,100,2024-10-02 14:27:12,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56229166,127.0671915
두봉상가 주차장,동대문구 장안동 465-2 ,BS,27,1000,30,1000,30,48000,23,2024-10-02 14:27:16,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.5617818,127.06705264
공유) 20-11(구),성동구 용답동 9-9 ,NS,12,900,30,900,30,10000,7,2024-10-02 14:19:19,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.563459744,127.05530226
공유) 20-13(구),성동구 용답동 6-1 ,NS,36,900,30,900,30,10000,33,2024-10-02 14:19:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.563808429,127.05611228
공유) 20-14(구),성동구 용답동 180-0,NS,62,900,30,900,30,10000,57,2024-10-02 14:19:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.562385913,127.05569544
공유) 20-15(구),성동구 용답동 24-37,NS,10,900,30,900,30,10000,8,2024-10-02 14:19:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56180365,127.05525815
공유) 20-33(구),성동구 용답동 180-0 ,NS,19,900,30,900,30,10000,24,2024-10-02 14:19:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56340931,127.05604091
공유) 20-34(구),성동구 용답동 249-8,NS,15,900,30,900,30,10000,11,2024-10-02 14:19:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56064519,127.0567091
용답제2(평면) 공영주차장(구),성동구 용답동 182-10,NW,145,150,5,150,5,,119,2024-10-02 14:22:37,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.56328524,127.05628296
공유) 20-23(구),성동구 용답동 159-10,NS,10,900,30,900,30,10000,18,2024-10-02 14:19:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.564765176,127.05003976
공유) 20-26(구),성동구 용답동 40-3,NS,17,900,30,900,30,10000,15,2024-10-02 14:19:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56161106,127.0518833
용답동(건물) 공영주차장(구),성동구 용답동 4-1,NW,164,100,5,100,5,,131,2024-10-02 14:27:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.56458022,127.05432169
공유) 05-08(구),성동구 사근동 190-62,NS,9,900,30,900,30,10000,7,2024-10-02 14:19:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.560745,127.04879
공유) 04-20(구),성동구 마장동 794-2,NS,4,900,30,900,30,10000,4,2024-10-02 14:19:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56367,127.04215
공유) 04-22(구),성동구 마장동 399-58,NS,15,900,30,900,30,10000,13,2024-10-02 14:19:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5636,127.03874
경진주차장,성동구 하왕십리동 966-12 ,BS,17,2000,30,700,10,20000,17,2024-10-02 14:27:21,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,,20분,37.562606,127.032796
공유) 02-08(구),성동구 하왕십리동 970-71,NS,6,900,30,900,30,10000,0,2024-10-02 14:19:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56205,127.03303
공유) 03-20(구),성동구 도선동 12-1,NS,5,900,30,900,30,10000,5,2024-10-02 14:19:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.564542348,127.03549
공유) 06-05(구),성동구 행당동 279-6,NS,9,900,30,900,30,10000,9,2024-10-02 14:19:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.560946617,127.03450441
왕십리 민자역사 비트플렉스몰 ,성동구 행당동 168-151 ,BS,1000,0,0,1000,10,40000,693,2024-10-02 14:27:57,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-7119-2781,20분,37.562091,127.037925
공유) 02-07(구),성동구 하왕십리동 978-2,NS,7,900,30,900,30,10000,6,2024-10-02 14:19:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56083,127.03043
공유) 동화동 07(003~012구간)(구),중구 신당동 50-13,NS,10,600,30,600,30,0,0,2024-10-02 13:52:07,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-3396-6264,2시간,37.5625999,127.0176766
동화동 공영주차장(구),중구 신당동 52-7,NW,220,150,5,150,5,0,126,2024-10-02 14:26:44,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.56137409,127.01900035
신당동 공영주차장(구),중구 신당동 300-6,NW,76,200,5,200,5,0,70,2024-10-02 14:09:25,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.56204618,127.01442718
남산센트럴시티투웨니퍼스트오피스텔,중구 오장동 148-16 ,BS,100,3000,30,1000,10,50000,100,2024-10-02 14:27:24,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.564729,127.000972
마른내로 공영주차장(시),중구 오장동 69-3,NS,14,620,5,620,5,0,8,2024-10-02 14:27:42,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-2273-0006,20분,37.56463752,127.00142678
묵정공원지하 공영주차장(구),중구 충무로5가 21-0,NW,491,400,5,400,5,0,275,2024-10-02 14:25:46,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.56379141,126.99979555
공유) 진양상가1구간 1-02면 (장애인전용)(구),중구 충무로4가 120-3,NS,1,300,30,100,10,0,0,2024-10-02 10:38:43,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-3396-6264,2일,37.5634183,126.9961205
마른내길 공영주차장(시),중구 인현동1가 87-10,NS,33,680,5,680,5,0,12,2024-10-02 14:27:32,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2274-2009,20분,37.56440034,126.99357536
눈스퀘어 주차장,중구 명동2가 83-5 ,BS,109,3000,30,1000,10,10000,6,2024-10-02 14:20:02,0600 ~ 2300,0600 ~ 2300,0600 ~ 2300,02-1644-8830,20분,37.56342589,126.98293645
